GENE	UC
TNIK	0.37756
POMK	0.37762
CYP39A1	0.37769
OSBPL1A	0.37776
ZNF550	0.37779
NEDD4L	0.37785
GOSR1	0.37788
C2CD5	0.37807
DUS2	0.37812
TMEM106C	0.37815
TNFRSF13C	0.37822
SLC12A8	0.37825
MTDH	0.37834
FNBP1	0.3784
ZNF473	0.3784
EPS8L1	0.37841
TAS2R31	0.37844
FBRS	0.37845
CLDN23	0.37846
STT3A	0.37847
TBX19	0.37848
PIGG	0.3785
TPP2	0.37872
GORAB	0.37879
PRRG4	0.3788
WASL	0.37886
GSTP1	0.37906
CSNK1D	0.37918
MTHFR	0.37919
ACO1	0.3792
GAREML	0.37924
PMCH	0.37943
LARP6	0.37963
ADAM28	0.37967
HM13	0.37968
UBN1	0.3797
PLA2G10	0.38022
ERCC1	0.38023
FAM98C	0.38027
TRAT1	0.38058
SIGLEC10	0.38068
FAM173A	0.38082
MAPK10	0.38087
CLCN2	0.38094
STK17B	0.381
COA4	0.38102
JOSD2	0.38112
TIMP4	0.38132
SSX2IP	0.38149
RIMS2	0.38154
ITGA5	0.38155
BRD3	0.38157
GALNT1	0.38169
SPTSSA	0.38172
PHF14	0.38178
SOWAHA	0.38202
TNKS2	0.38215
DENND2A	0.38218
C5	0.38231
TMEM54	0.38234
CD27	0.38246
FLRT2	0.38253
NOC2L	0.38261
FOXA2	0.38267
E2F4	0.38268
STYK1	0.38277
RGS11	0.38285
CASP5	0.38288
HERC2	0.38294
ABHD10	0.38297
ATF7IP	0.38313
SP100	0.38318
ZNF571	0.38323
PDE7A	0.38373
NOP56	0.38373
TRRAP	0.38394
MXD1	0.38401
USP42	0.38413
PEX19	0.3844
SGCD	0.38469
NBEA	0.38475
ABCB4	0.3848
CCDC77	0.3849
RSPO1	0.38512
OLFM4	0.38524
TMA16	0.38527
TJP3	0.38527
KIAA0895L	0.38534
CENPP	0.38537
PUF60	0.38541
GLTSCR1	0.38541
TFG	0.38548
SHANK2	0.38563
BTG1	0.38571
PCDHB3	0.38575
IDO1	0.38584
ZNF587B	0.38601
POLDIP3	0.38601
IYD	0.38603
SNX13	0.38619
MRPL51	0.38651
C8orf31	0.38658
LMOD1	0.3866
SLC7A7	0.38679
ISY1	0.38692
OSBPL8	0.38698
GMFB	0.387
KLHL17	0.38707
ZNF669	0.38708
ZNHIT6	0.38721
THSD4	0.38738
TSNAXIP1	0.38756
ABCG2	0.3876
CYB561A3	0.38767
KCNH2	0.38775
PIH1D2	0.38783
FAM71A	0.38788
TMEM241	0.38792
BPHL	0.38793
SNCAIP	0.38796
FAM131A	0.38799
CNTNAP2	0.38799
WDR25	0.38805
FRMD5	0.38812
ZNF689	0.38813
PPP2R5A	0.38816
STX6	0.38823
DNER	0.38825
AQR	0.38837
EEFSEC	0.3885
C2orf40	0.38855
RIOK3	0.38862
DDX28	0.3887
PTGS1	0.38879
LSM5	0.38894
GLIS1	0.38929
RAD9A	0.38936
LETM1	0.38941
GMDS	0.3895
ECD	0.38964
JMJD4	0.38975
SIGIRR	0.38979
EIF4EBP2	0.38989
RFX7	0.38993
P2RX6	0.39008
GAL	0.39033
CNBP	0.39048
KIAA1257	0.39058
C7orf50	0.39066
LCN2	0.39067
C12orf75	0.39079
PHF19	0.39083
CSF2RB	0.39086
FAM21A	0.39105
CEP44	0.3911
FAM21C	0.39115
KLRC1	0.39137
GFI1B	0.39144
PPP1CA	0.39165
MURC	0.39167
EGR4	0.39183
DUOX1	0.39193
TBC1D32	0.39197
WDR35	0.39219
LPGAT1	0.39232
IQSEC3	0.39234
CDK13	0.39247
C16orf89	0.39253
CCDC78	0.39255
IPO4	0.39272
PCYOX1L	0.39295
PARP3	0.39315
LMBR1L	0.39318
NENF	0.39327
FXN	0.39327
SPPL2A	0.3933
ADORA2B	0.39335
UBR2	0.3934
OLFM2	0.39342
DISC1	0.39348
PALM3	0.3935
ZFP14	0.39362
HRH4	0.39377
COPG1	0.39379
PDE9A	0.39385
JSRP1	0.3941
EIF2S2	0.39441
C6orf141	0.39462
SORBS1	0.39464
TFAP2C	0.3947
LGI2	0.39481
GUCY2D	0.39482
HMCN2	0.39484
EIF4B	0.39502
LRRC49	0.39509
UBTD1	0.39512
MX2	0.39513
ZNF716	0.39515
CCDC152	0.39528
GLYCTK	0.39529
NFKBIZ	0.39539
TM9SF1	0.39559
KIAA0040	0.39566
KLF4	0.39566
MRPS16	0.39568
NTHL1	0.39568
TIMM50	0.39577
GALNT12	0.39581
DDX60L	0.39583
PIFO	0.39584
ZNF154	0.39586
FLOT2	0.39595
KIAA0020	0.39603
STK16	0.39618
CLCN6	0.39621
PMM1	0.39643
MOCS2	0.39668
SNRNP35	0.39669
HEATR3	0.39675
FLYWCH2	0.39676
GPCPD1	0.39682
KNTC1	0.3969
KCNK13	0.39703
CHCHD6	0.39707
NDUFS7	0.3971
STX4	0.39714
SLC43A1	0.39717
CHPT1	0.3972
WDR20	0.3972
MRGBP	0.39754
NUDT2	0.39762
ENDOD1	0.39762
MTFR1L	0.39765
ADPRHL1	0.39765
S100A16	0.39781
LYPD1	0.39798
ALCAM	0.39807
RAB42	0.39808
FNBP4	0.3981
IFNAR2	0.39816
KDM4A	0.3982
KDM3A	0.3982
C1orf123	0.39822
DNAJC9	0.39833
MTOR	0.39834
GIMAP2	0.39839
SREK1IP1	0.39852
ZNF552	0.39856
PIGT	0.39858
OSTF1	0.39883
CDC45	0.39908
EFCC1	0.39911
ZNF619	0.39926
DCAF12	0.39931
GBP5	0.39935
PAFAH2	0.39941
ZBTB9	0.39941
GCH1	0.39946
YEATS2	0.39967
FLT3	0.39999
ZNF639	0.40001
XPC	0.40008
ZNF599	0.40043
ELF1	0.40046
PSMB4	0.40059
GYPC	0.40062
SLC25A23	0.40065
CMTM8	0.40067
GNG2	0.4007
NMRK1	0.40079
C16orf74	0.4008
UBE2Q2	0.40087
RSPH1	0.4009
FAM103A1	0.40103
ZNF43	0.40113
NACA	0.40119
TOP2B	0.40123
MCF2L2	0.40137
ZNF827	0.40171
EEF1G	0.40183
S100B	0.40194
SETBP1	0.40205
S100A7	0.40206
ZNF814	0.40226
ZNF486	0.40229
RHOBTB3	0.40238
HEY2	0.40279
TRPM3	0.40298
ZNF207	0.40299
ADCY2	0.40302
SNX3	0.40318
HDAC11	0.40325
PTGES	0.4033
RANBP3	0.40333
NDUFV2	0.40336
PHF11	0.40359
PAAF1	0.40364
SH3YL1	0.40366
OGG1	0.40372
ZSWIM8	0.40392
SERGEF	0.40399
GALNT16	0.404
HRK	0.40426
UBXN8	0.4043
KDM3B	0.40445
AKAP6	0.40448
TMX2	0.40457
WRN	0.40483
SELM	0.40494
MMP3	0.40501
AQP7	0.40517
FBXO22	0.40517
HOOK1	0.40529
ATP6AP1L	0.40554
B4GALT1	0.40568
TOPBP1	0.40593
NOL10	0.406
VPS26B	0.4062
WDR33	0.4063
RNF44	0.4063
STAU1	0.4063
COX5A	0.40633
RNF122	0.40636
KLHL23	0.40646
TWF2	0.40646
ZC3H12C	0.40654
BBS9	0.40661
STIM1	0.40674
C11orf57	0.40699
MAP1B	0.40707
MT1HL1	0.40714
COPA	0.40719
FAM129B	0.4072
SMARCAL1	0.40722
TBC1D10C	0.40746
DAPK2	0.40753
FBXO32	0.40763
SKI	0.4078
GINS2	0.40781
PIGP	0.40786
C2orf68	0.40787
SLC27A4	0.40797
JUND	0.40801
PCYOX1	0.4081
SNCA	0.40811
TAPBPL	0.40831
MSH3	0.40841
ADH1B	0.40854
NTN5	0.40854
RALGPS1	0.40864
C8orf59	0.40892
PPP2R5B	0.40907
LYSMD3	0.40909
RAB12	0.40922
SLC35F1	0.40941
CD33	0.40951
YTHDF2	0.40977
CEP112	0.4098
POLR2J	0.4099
REM1	0.41002
SYCP2	0.41006
SIGLEC1	0.41017
TMEM208	0.4102
OAZ1	0.41028
IGLL1	0.41036
ADAMTS9	0.41051
LYPLA2	0.41052
MTBP	0.41053
ATG2A	0.41055
AMPH	0.41061
SLC12A2	0.41062
MSLN	0.41071
FGD5	0.41082
FAM149B1	0.41083
BTBD3	0.41089
ADAM19	0.41147
ITFG2	0.41156
CCNK	0.41156
MYL12A	0.41165
LINS	0.41167
RBM34	0.41183
SART3	0.41183
DUSP6	0.41199
SYNJ2	0.41233
CCP110	0.41233
CETN3	0.41235
TMEM14C	0.4124
RNF103	0.41241
PYROXD1	0.41248
FAT4	0.41249
BMPER	0.41286
SNAP47	0.4129
TRIM32	0.41294
CAMKMT	0.41311
TNS1	0.41314
BCL11A	0.41321
GLTSCR2	0.41329
MKS1	0.4133
VWA5A	0.41333
PLEKHJ1	0.41333
TMIGD2	0.41338
CPA6	0.41357
LTBP4	0.41368
C1QTNF9	0.41383
PNN	0.41389
PLA2G1B	0.41419
RALGAPB	0.41423
NEK10	0.41429
MAPK1IP1L	0.41438
FAM168A	0.41457
ZNF75A	0.41476
SUMF1	0.41489
RBM18	0.41501
SCG5	0.41503
CEP350	0.41508
CDK5RAP2	0.41509
MGST1	0.41515
POMGNT2	0.41528
ILDR1	0.41534
EFHD1	0.41537
DNAJC14	0.4155
ROCK2	0.41559
PALD1	0.41564
ASB7	0.41567
SENP8	0.4157
WBSCR22	0.41578
TIMM22	0.41585
CNDP2	0.4159
FAM217B	0.41594
ELMO3	0.41595
ZCCHC8	0.41621
ERICH2	0.41623
AKIRIN2	0.4163
TRIM72	0.41653
MARK4	0.41665
TMEM260	0.417
RABL2B	0.41702
ZNF860	0.41705
SEC11C	0.41729
BTG2	0.4175
S100P	0.41757
VPS41	0.41758
TIMM10	0.41774
CTSG	0.41775
PPP3R1	0.41798
SLC7A6OS	0.41804
AFG3L2	0.41831
CDC42EP4	0.41832
CNTRL	0.41839
GPN2	0.41843
TMED3	0.41848
ZNF561	0.41848
CDKL1	0.41874
ADRBK1	0.41889
ORMDL2	0.41892
MMRN1	0.41897
SH3GLB1	0.41898
MYCL	0.419
TEX10	0.41921
UPK3BL	0.41934
FLNC	0.41935
RAB11FIP3	0.41936
SAMD15	0.41959
GDPD5	0.41961
HYOU1	0.41963
TYW1	0.41966
TFEC	0.41975
ANKRD49	0.41994
CCSAP	0.41996
CKMT1A	0.41996
TRAPPC6B	0.41998
RPUSD1	0.41999
NEO1	0.4201
BTD	0.42015
KCNK15	0.42016
MXD4	0.42025
CPT2	0.42033
SLC9A2	0.4204
GKAP1	0.4204
LRRC42	0.42053
ZNF320	0.42057
TMEM138	0.42059
MATN3	0.4206
CAV2	0.4206
CLTC	0.4206
C9orf85	0.42077
MIF4GD	0.42092
AKAP9	0.42096
SNRNP27	0.42112
EPS8	0.42122
POU5F2	0.42126
CPSF7	0.42141
FNTA	0.42154
ING1	0.42154
RAP2A	0.42155
CD84	0.42156
PHACTR3	0.42159
PDE1C	0.42183
PI4K2B	0.42184
CBX2	0.42191
TUBB6	0.42206
BEGAIN	0.42214
GNPDA2	0.42215
GARNL3	0.42221
B4GALNT4	0.42229
WDR7	0.42232
PHB	0.4224
CDRT4	0.42248
REC8	0.42255
MTIF3	0.42259
SLC29A4	0.42282
NACA2	0.42296
CHRM3	0.42302
C18orf8	0.42333
MAP3K9	0.4237
C9orf16	0.42383
P2RY6	0.42386
GEMIN2	0.42421
PRSS3	0.42424
KCNN3	0.42426
QSER1	0.42436
LYN	0.42445
CYTL1	0.42446
BFAR	0.42452
RNF139	0.42477
TIA1	0.42478
PKD1L1	0.42492
LRTOMT	0.42501
WDR82	0.42515
DENND2C	0.42517
FNBP1L	0.42527
LIMA1	0.42533
IVD	0.42559
REXO1	0.42566
ATP11A	0.42568
EXOC3L1	0.42568
ASAP3	0.42575
XRCC6BP1	0.42575
ACSM1	0.42579
ACTB	0.42592
MAPK8IP3	0.42593
TMEM206	0.42608
SLC16A7	0.42612
GAR1	0.42622
ZNF490	0.42639
GSG2	0.42641
C8orf86	0.42659
VAPB	0.42663
TMEM161B	0.42665
GTF2H2	0.42669
MFHAS1	0.4267
DOCK1	0.42682
FAM120B	0.42685
SYNE3	0.42708
PCIF1	0.42714
CNNM4	0.42717
TIGD4	0.42718
PIGL	0.42725
KLK12	0.4273
RPL11	0.42744
USP7	0.42769
RELL1	0.42771
WDR75	0.42779
C19orf53	0.4279
MUT	0.42791
TMEM184C	0.428
SCGB2A1	0.42804
CHSY1	0.42812
PRMT2	0.42812
ALDH9A1	0.42815
ADAMTSL3	0.42837
PARL	0.42842
MGMT	0.42905
RPS20	0.42924
FAM219A	0.42962
LGALS8	0.42966
HYLS1	0.42983
LYPD8	0.42989
DLX2	0.42992
DCBLD2	0.43003
NRIP2	0.43006
GDE1	0.43007
ATP5G1	0.43026
C11orf31	0.43063
FERMT3	0.43066
NUP205	0.43076
ZDHHC23	0.4308
RAB11A	0.43083
MED26	0.43085
BUB3	0.43099
ADAM10	0.43106
ELF2	0.43112
SF3A2	0.43115
CCDC130	0.43134
IFITM2	0.43139
CLEC4E	0.43139
SLC9A3R2	0.43162
C4orf36	0.4317
TMEM237	0.43199
CCDC132	0.43199
CASP3	0.43223
SRRD	0.43236
CARNS1	0.43243
LGR6	0.43249
SGOL1	0.4325
FOXK2	0.4325
HELZ	0.43253
GATA2	0.4328
KLF11	0.43287
HBD	0.43288
STOM	0.43312
HAUS3	0.4333
SCRIB	0.43336
RPS6KB2	0.43337
CHD7	0.43341
FGD2	0.43347
HTRA1	0.43357
ATP2C1	0.4336
KBTBD7	0.43363
HRSP12	0.43364
VWA8	0.43365
ZNF554	0.43376
TUBA1B	0.43377
MAPK6	0.43394
FRA10AC1	0.43395
MAP7	0.43409
C6orf132	0.43413
CEP290	0.43414
AKR1B1	0.43429
RPL31	0.43453
ANKRD39	0.43458
IL27RA	0.43463
STX8	0.43473
NUMB	0.43474
LRP8	0.43481
CCL19	0.43503
EID3	0.43506
CEP135	0.43519
RAP1A	0.43523
NUPL2	0.43533
VIL1	0.43534
RSRC2	0.43538
AGTRAP	0.43548
EXOSC10	0.4355
ZNF736	0.43555
TUBB2A	0.43569
CLN6	0.4361
PDCL	0.43612
LONRF1	0.43637
MRPS15	0.43639
SAMD11	0.43646
STK11IP	0.43665
SC5D	0.43676
PATL1	0.43683
C16orf95	0.43721
CADM3	0.4373
PSMC4	0.43735
TRNAU1AP	0.4375
GZMH	0.43763
IBA57	0.43764
KIAA0101	0.43769
EXOC8	0.43774
AKNAD1	0.43779
GALNT6	0.43779
HSPA14	0.43793
TIMD4	0.43797
DDX50	0.43797
TTI1	0.43799
C8orf37	0.438
ATP8A2	0.43804
TMEM261	0.43808
FZD4	0.43821
ZC3H8	0.43826
PTPRK	0.43851
GIMAP5	0.43851
CACNA2D1	0.43852
SMIM1	0.43858
PCNA	0.43863
CAAP1	0.43866
IFT27	0.43868
HNRNPH3	0.43878
SLITRK6	0.43897
CD79A	0.43902
TECR	0.4391
NAP1L4	0.43938
SOCS5	0.43943
FCGBP	0.43965
IRX3	0.43968
TNFRSF10C	0.43971
FKBP7	0.43972
DDX17	0.43972
TRIM9	0.43973
RCC1	0.43981
SUV420H1	0.43995
NSMF	0.44002
RPS14	0.44012
ITGB6	0.44018
TMIGD1	0.44019
PLXNA1	0.44022
LAMC2	0.44023
ZNF766	0.44024
RABEPK	0.44025
TTC30A	0.4405
CHURC1	0.4405
NADSYN1	0.44058
SLC25A19	0.44061
TP53INP1	0.4407
GOLGA6L9	0.44071
CMTM4	0.44075
CPED1	0.44081
YIPF1	0.44086
NKG7	0.44096
RNF180	0.44097
GPLD1	0.441
DUOX2	0.44105
PRELID2	0.44106
MRI1	0.44115
CCT4	0.44121
RRP7A	0.44121
C15orf40	0.44122
UTRN	0.44125
CD36	0.44137
UHRF1	0.44147
FTH1	0.44165
NOLC1	0.44173
PCTP	0.44182
LSM14B	0.44186
RBM44	0.44206
RRP15	0.44214
DPH3	0.44216
UBXN2B	0.44222
PCMTD2	0.44228
PPP2R2A	0.44233
ANAPC13	0.44238
ARL2BP	0.44256
MDGA1	0.44261
GALE	0.44263
LRRC37A2	0.4427
ESYT3	0.44275
SIL1	0.44276
HSD11B2	0.44276
PLA2G15	0.44288
KCNMA1	0.44307
SLC12A4	0.44308
SPINK2	0.44344
ZNF778	0.44351
PHF1	0.44352
POMC	0.44358
SYNE1	0.44358
ACYP2	0.44367
HELLS	0.44383
SOWAHC	0.44388
NEMF	0.444
SEMA4A	0.44402
BTBD6	0.44402
FBXO33	0.44405
OLFML1	0.4441
SDHAF2	0.44421
TIPARP	0.44442
CSTF3	0.44448
RIC3	0.4445
ACTR10	0.4445
SEL1L3	0.44457
HPS4	0.44461
IFITM3	0.44471
CYP2R1	0.44473
TMEM130	0.44478
GZMB	0.44479
COMMD5	0.44482
ZC3H6	0.44484
SLC38A7	0.44498
TOM1L2	0.44499
EI24	0.44502
ZNF605	0.44503
FAM76A	0.44504
APCDD1	0.44511
LCAT	0.44512
RUSC2	0.44517
CYB5R3	0.4452
ADPRH	0.44536
CCDC108	0.44539
NCBP1	0.44545
SNX4	0.44554
CCDC102A	0.4456
WDR73	0.44564
SMEK1	0.44571
PSMB3	0.44571
CD276	0.44578
IL34	0.44579
DCK	0.4461
YAE1D1	0.44621
ADAMTS17	0.44633
TMEM213	0.44657
FBXO31	0.44686
COX4I2	0.44713
PIP5K1C	0.44721
LRRN3	0.44727
LUC7L3	0.44735
CCNA2	0.44737
VEZT	0.44737
MED19	0.44746
SNAP25	0.44767
TGDS	0.44773
KLF13	0.44773
ZKSCAN7	0.44776
LAMC3	0.44781
ZNF579	0.448
PSMB10	0.44809
BMP2K	0.44813
HAUS5	0.44816
NCAPD3	0.44822
RP9	0.44845
CFTR	0.44849
POFUT2	0.4485
DDX41	0.44864
LRRC29	0.44864
SIKE1	0.44881
STRN3	0.44893
APC	0.44919
MILR1	0.44928
EIF3J	0.44935
CUL4A	0.44962
EMID1	0.44974
ZNF841	0.4498
PHOSPHO2	0.44982
CABYR	0.44986
SLC9A5	0.44993
ITGA2	0.45013
RGL4	0.45035
SLC7A11	0.45055
ECHDC3	0.45055
IFITM1	0.45066
COX8A	0.45074
SLAMF8	0.45075
ANGEL1	0.45097
BTBD1	0.45106
CLDND2	0.45115
HMCN1	0.45117
SLC25A24	0.45122
ANGPT2	0.45124
IL20RB	0.45141
CD300LF	0.45145
CNNM3	0.45164
FAM219B	0.45191
GCNT3	0.45201
ZNF507	0.45229
HSPA12B	0.45231
MAN2C1	0.45236
AP3B1	0.45238
PYCARD	0.45238
ANO9	0.45245
MARCH2	0.45258
OCIAD2	0.45273
ANKRD12	0.4529
RANBP17	0.45318
HSPA13	0.45338
INPP4A	0.45339
MAP10	0.45347
DLL1	0.45347
SLC35E4	0.4535
RAD18	0.45373
MT2A	0.45381
PCGF2	0.45396
BLOC1S1	0.45402
CARS2	0.45414
EFCAB14	0.45426
RNF213	0.45426
LSM3	0.45428
ELAVL3	0.45458
MS4A7	0.45473
AUP1	0.45503
PIP4K2B	0.45503
TRIM58	0.45509
TRIQK	0.45519
KLHL29	0.4552
SCN3B	0.45526
ANXA3	0.45527
BCKDHA	0.45532
CHMP7	0.4557
RDH5	0.45583
STARD3NL	0.45608
DPY19L2	0.45618
SLC7A6	0.45625
SIN3A	0.45631
ENPP4	0.4564
RCOR1	0.45642
ALDH1L2	0.45643
SEC23A	0.45646
SLC35B1	0.45671
CTSH	0.45673
KRT15	0.45685
GIMAP6	0.45692
BCAS1	0.45713
CSPP1	0.45721
SLC12A7	0.45722
RDX	0.4573
EHD2	0.45732
MANF	0.45743
ZNF280D	0.45759
SUPT3H	0.4576
SMARCA2	0.45771
ASH2L	0.45774
ZNF546	0.45775
LSM11	0.45779
ADM2	0.45793
SLC6A9	0.4581
PSMG4	0.4582
NISCH	0.45853
BFSP1	0.45861
NCOA7	0.45868
RIN1	0.45902
HMGCS2	0.45907
LATS1	0.45929
CHD8	0.45948
DNAJA1	0.4597
FRMD4A	0.45971
C12orf76	0.45982
CAPN1	0.45988
ARNTL	0.46002
FAM168B	0.46015
NHLRC2	0.46017
RGCC	0.46018
MIB1	0.46022
HMMR	0.46043
BLK	0.46045
SLC25A27	0.46053
ZWILCH	0.46059
NR1H4	0.4607
GTF2H2C	0.46084
TMEM14A	0.46086
IFIT3	0.46091
RABL2A	0.46092
SSH3	0.46094
TIMM17A	0.46097
SLC25A44	0.46099
TRABD2A	0.46104
PDIA4	0.4612
NPTX1	0.46129
CHRNA10	0.4613
ARFIP1	0.46149
IFI27L2	0.46151
FAM76B	0.46155
AIF1L	0.46161
DLGAP5	0.46166
SEMA4C	0.46198
RHBDL2	0.46218
RPL7L1	0.46237
RNF20	0.46241
OXTR	0.46244
WDR74	0.46244
MFN1	0.46261
SNRNP40	0.46264
PPARA	0.46265
LARGE	0.46267
FGD4	0.46277
NPHP3	0.46279
ONECUT3	0.46301
ZZZ3	0.46319
PTGDR	0.46322
PYCR2	0.4634
SPESP1	0.46343
KIF24	0.46345
MED13L	0.46348
RBM15B	0.46351
FHOD1	0.464
TSPAN8	0.4642
GIMAP8	0.46427
PDGFD	0.4645
SCML4	0.46456
KL	0.4646
EIF4A1	0.46465
NUDT22	0.46472
LARP1	0.46475
CHMP3	0.46481
THRAP3	0.46492
TBC1D7	0.46492
TMEM100	0.46492
IL1RN	0.46505
KDM4B	0.46512
RPUSD4	0.46533
LSMEM1	0.46537
PLGLB1	0.46538
TTLL4	0.46538
ADAMTS6	0.46553
COL9A3	0.46582
ZNF292	0.46596
WDFY3	0.46598
PTGS2	0.46599
MBNL1	0.46637
FDCSP	0.4665
PLSCR2	0.46653
ZNF607	0.46675
ANKRD22	0.46677
AMPD1	0.46681
EXO1	0.46685
EPB41L1	0.46687
TMEM33	0.46716
CCDC85C	0.46717
DPY19L4	0.46719
RILPL2	0.46726
SEMA3C	0.46741
DNMBP	0.4675
GPHN	0.46754
CDHR3	0.46757
THUMPD3	0.46762
MMAA	0.46768
FAM8A1	0.46794
STK38	0.46799
TUBB4B	0.4681
ITPRIP	0.46813
CD320	0.46813
ACAP2	0.46815
PLOD1	0.46824
MFF	0.46834
VASH1	0.46862
LIN7B	0.46864
RGS1	0.46875
ARHGAP20	0.46875
DHX9	0.46878
ZNF57	0.46889
KCND3	0.46912
GPR4	0.46922
CDC42EP2	0.46925
PAIP2B	0.46953
ANKRD13D	0.46964
ZNF438	0.46965
S100A12	0.46968
DDX1	0.46973
MFNG	0.46974
HKR1	0.46981
EPB41L2	0.46983
SLC17A5	0.46984
CHRNA5	0.47009
MGLL	0.47012
XRN2	0.47018
SDCBP2	0.47021
MICU2	0.47031
AMN1	0.47037
SDC2	0.47091
ZNF660	0.47097
ZNF404	0.47102
EPHA1	0.4712
CLRN3	0.47127
PRKAR1A	0.47157
LTBP3	0.47169
NDUFV3	0.47169
RAB14	0.47173
SERHL2	0.47174
FOXP2	0.47176
TMEM134	0.47179
IL5RA	0.47188
ZNF781	0.47193
TREM1	0.47194
FUT2	0.47195
JAKMIP2	0.47214
DBP	0.47214
SLC25A13	0.47222
RTP4	0.47225
SH3BGRL	0.47234
DESI2	0.47244
BZW2	0.4725
ANK3	0.47267
SMYD5	0.4727
FAM222B	0.4728
SOX2	0.47297
GLTSCR1L	0.47297
KIAA2013	0.47298
GLI4	0.47303
CYB561D1	0.47344
MDH1	0.4736
C22orf34	0.47362
FAM206A	0.47374
RASGEF1B	0.47376
MCF2L	0.47377
PAGR1	0.47384
USP13	0.47385
SPINK1	0.47394
ATP6V1B2	0.47407
MAML1	0.4741
NAPG	0.47428
ZNF467	0.4744
KMT2C	0.47445
CUBN	0.47455
FBXO36	0.47468
NPEPL1	0.47469
SORT1	0.47479
CCDC180	0.47488
DMTN	0.47502
MLYCD	0.47509
DCAF8	0.47542
PAQR7	0.47552
PAPLN	0.47588
APOBEC3A	0.47596
PYY	0.47603
GABRP	0.47604
TESC	0.47605
DIP2A	0.47608
EIF3M	0.47617
HAPLN3	0.47621
BNIPL	0.47639
NCK2	0.4764
METAP1D	0.47644
XRCC6	0.47651
SNTG2	0.47684
FBLN5	0.47684
TMTC3	0.47701
EGFL7	0.47711
RPL4	0.47737
RASGRF1	0.47748
HSPA5	0.47759
SLC25A40	0.47767
PTPN9	0.47768
EFCAB2	0.47773
ERAL1	0.47786
RBMS3	0.47807
HBB	0.47811
PFN4	0.47817
CFI	0.47831
SLC5A2	0.47857
RPS28	0.47862
KRT7	0.4787
SLC16A1	0.47879
CYP27A1	0.47892
GDAP2	0.47895
FBXL5	0.47908
MOCS1	0.47935
ZNF142	0.47941
FBXO28	0.47943
IFIT1	0.47951
TBC1D12	0.47963
HOXC9	0.47969
LRRC26	0.47987
ATP6V0D1	0.4799
DCTN6	0.47991
TOP3B	0.48005
GPR27	0.48006
DPYSL3	0.48032
CTAGE5	0.48053
C1QL1	0.48056
KIAA1549	0.4806
HEG1	0.48072
WWTR1	0.48086
SUGP2	0.4809
MACROD2	0.48092
KCTD3	0.48097
NOVA1	0.48097
PRADC1	0.48125
ZNF347	0.48125
NUP214	0.48127
HACL1	0.48144
MAP1LC3B	0.48164
THEMIS	0.48174
ATPAF1	0.48177
DNAH1	0.4819
PHF7	0.48191
NEK2	0.48197
UBE2H	0.482
CENPF	0.48211
GARS	0.48239
GPR160	0.48243
C12orf29	0.48246
SPON1	0.48251
RFX1	0.48252
EXOSC5	0.48259
RBM25	0.48275
GOLGA6L4	0.48277
NUP107	0.48286
VNN2	0.483
HEATR6	0.48316
FOPNL	0.48325
PPP1R12B	0.48342
PBLD	0.48344
LAMA2	0.48352
RNF25	0.48381
PPP2R5C	0.48382
SLC39A9	0.48409
RTTN	0.48445
HGD	0.4845
TTC32	0.48468
IFIT5	0.48468
SMUG1	0.48483
RPS7	0.48501
ZSCAN2	0.48525
CASP8	0.48528
UHRF2	0.48529
COX11	0.48543
RAET1G	0.48558
TMEM61	0.48566
ZNF141	0.4857
FIGN	0.48583
MINA	0.48585
KCNE4	0.48595
RARS	0.48595
LARP7	0.486
PYURF	0.48612
LRRC48	0.48626
ARID4B	0.48641
MBNL2	0.48647
TFAP4	0.4865
RPS23	0.48653
TTC39A	0.48671
TCEB3	0.48691
ZFP37	0.48691
FCGR1A	0.48709
OLAH	0.4873
ECE2	0.48731
TPM3	0.48747
ST3GAL4	0.4875
CSF1R	0.48751
AFTPH	0.48755
UGDH	0.48756
COPRS	0.4876
SYNPO2L	0.48765
CASC4	0.48788
EFCAB7	0.48813
ZBTB18	0.48824
CCDC13	0.48861
DHRS9	0.48869
SNRNP48	0.48873
SGK223	0.48878
LRRD1	0.48886
CXCL12	0.48895
KAT2B	0.48903
PAK1IP1	0.48909
BIRC2	0.48927
CARKD	0.48937
ROBO1	0.48965
CHMP2B	0.48967
OTOA	0.48977
ANKH	0.48979
GPX8	0.48986
FZD7	0.48991
TJP1	0.48996
CTBS	0.48997
MALSU1	0.49011
TLDC1	0.49012
ZNF662	0.49018
TRPC1	0.49022
COG1	0.49062
HNRNPM	0.49069
RMDN3	0.49091
NARFL	0.49098
IER2	0.49102
RFX3	0.49104
AGTPBP1	0.4912
NHSL1	0.4913
IFT88	0.49148
EMP1	0.49183
RPL14	0.49194
TMED8	0.49194
RNF7	0.49197
TRUB2	0.49221
MRS2	0.49225
TRIT1	0.49253
TANC2	0.49268
COQ4	0.49275
POLD3	0.49277
STAT1	0.49282
GZMA	0.49288
MCRS1	0.49294
TBL2	0.49306
HDAC5	0.49307
PAPPA2	0.4931
EDARADD	0.49312
HJURP	0.49319
RARS2	0.49323
STMN1	0.49324
IL7	0.49332
FSD1	0.49338
HIST1H4H	0.49343
MFAP5	0.49352
SHROOM1	0.49358
REP15	0.49359
ASXL2	0.49367
LHX6	0.49375
NT5E	0.49394
CRB3	0.49401
THG1L	0.49403
KCNA3	0.49408
NDUFA7	0.49418
APBB2	0.49423
REEP3	0.49444
